qm58, 1731, 686, 1111, 346, 1719, 5338, 75, 77, red
qm59, 3748, 2068, 836, 1413, 6543, 612, 63, 61, blue
qm6, 2363, 1731, 5830, 4541, 540, 4099, 59, 59, blue
qm60, 4541, 1885, 1262, 7770, 2914, 339, 96, 59, blue
qm61, 3274, 422, 4472, 540, 5546, 619, 47, 84, NA
qm62, 2537, 1599, 2998, 6334, 1123, 1086, 70, 59, NA
qm63, 614, 6802, 4456, 1719, 2912, 686, 87, 56, NA
qm64, 5338, 2849, 1727, 3793, 1418, 2363, 65, 79, NA
qm65, 384, 5830, 888, 3359, 2534, 5587, 57, 74, NA
qm66, 4099, 1610, 346, 977, 2106, 4638, 71, 78, NA
qm67, 4242, 449, 1629, 6882, 1731, 539, 69, 64, NA
qm68, 401, 1111, 614, 3939, 2199, 540, 77, 73, NA
qm69, 5338, 1086, 619, 6543, 1262, 339, 95, 58, NA
qm7, 2537, 3793, 449, 2199, 1111, 5587, 70, 61, NA
qm70, 1885, 2363, 384, 3748, 2537, 1719, 55, 48, NA
qm71, 612, 977, 2534, 2914, 4456, 5587, 75, 81, NA
qm72, 449, 2912, 1731, 2068, 4472, 5830, 91, 62, NA
qm73, 6802, 1418, 346, 3793, 1599, 1413, 86, 77, NA
qm74, 3359, 2199, 4541, 686, 5546, 2998, 61, 65, NA
qm75, 3274, 4242, 2106, 2849, 6334, 401, 76, 73, NA
qm76, 539, 888, 4099, 1610, 1111, 7770, 67, 76, NA
qm77, 1123, 422, 6882, 836, 3939, 4638, 34, 70, NA
qm78, 612, 1629, 5587, 1727, 1418, 4472, 70, 70, NA
qm79, 5830, 5546, 339, 3793, 977, 614, 49, 75, NA
qm8, 7770, 1123, 1629, 6543, 384, 401, 53, 74, NA
qm80, 4456, 3748, 346, 2068, 3274, 4541, 61, 35, NA
qm81, 2912, 540, 6543, 384, 686, 1599, 62, 77, NA
qm82, 1719, 3939, 2998, 539, 836, 2849, 81, 83, NA
qm83, 2534, 5338, 1731, 422, 6334, 2199, 84, 79, NA
qm84, 888, 401, 2537, 449, 4638, 1262, 73, 71, NA
qm85, 1111, 3359, 4242, 1123, 2106, 2363, 70, 71, NA
qm86, 1629, 1885, 1086, 619, 6802, 1610, 102, 98, NA
qm87, 1413, 6882, 2914, 4099, 1727, 7770, 53, 53, NA
qm88, 6334, 384, 4472, 614, 4541, 1418, 75, 81, NA
qm89, 5830, 836, 2199, 888, 346, 2068, 67, 66, NA
qm9, 888, 1885, 614, 2998, 6882, 3274, 69, 89, NA
qm90, 3793, 4638, 612, 686, 539, 3274, 67, 49, NA
qm91, 4456, 1111, 449, 6543, 422, 1885, 67, 47, NA
qm92, 3748, 5546, 1731, 339, 1599, 2849, 65, 83, NA
qm93, 2914, 2106, 619, 5587, 7770, 1719, 81, 67, NA
qm94, 1262, 5338, 977, 1727, 2998, 1123, 87, 55, NA
qm95, 1086, 2363, 1610, 401, 1413, 3939, 53, 86, NA
qm96, 540, 2534, 4242, 4099, 6802, 6882, 70, 64, NA
qm97, 1629, 2912, 3748, 2537, 3359, 6334, 68, 55, NA
qm98, 5546, 2068, 6543, 4638, 1418, 1719, 52, 61, NA
qm99, 3793, 888, 1123, 2106, 339, 1885, 66, 82, NA
sf1m1, 5587, 4456, 2537, 401, 619, 4541, 79, 72, NA
sf1m2, 5587, 4456, 2537, 401, 619, 4541, 67, 71, NA
sf1m3, 5587, 4456, 2537, 401, 619, 4541, 71, 94, NA
sf2m1, 2998, 449, 614, 346, 6802, 384, 69, 76, NA
sf2m2, 2998, 449, 614, 346, 6802, 384, 74, 66, NA
sf2m3, 2998, 449, 614, 346, 6802, 384, 92, 77, NA
